시설명,노선명,유형,노선방향,lat,lon
어연IC,평택화성선,IC,,37.057822,126.989983
서오산JCT,평택화성선,JC,,37.176902,126.99999
정남IC,평택화성선,IC,,37.184785,126.972172
향남IC,평택화성선,IC,,37.129666,127.002153
봉담IC,평택화성선,IC,,37.229025,126.957968
오성IC,평택화성선,IC,,37.016436,126.987115
평택JCT,평택화성선,JC,,37.033277,126.970531
완주IC,완주장수선,IC,,35.899702,127.151484
소양IC,완주장수선,IC,,35.865398,127.236341
진안IC,완주장수선,IC,,35.773136,127.443773
장수IC,완주장수선,IC,,35.717237,127.59054
소양IC,완주장수선,IC,,35.86447,127.23628
익산JCT,완주장수선,JC,,35.942949,127.08967
팔공산IC,새만금포항선(대구~포항),IC,,35.905812,128.6404
청통와촌IC,새만금포항선(대구~포항),IC,,35.9711,128.831368
북영천IC,새만금포항선(대구~포항),IC,,36.033671,128.914928
서포항IC,새만금포항선(대구~포항),IC,,36.072454,129.220141
학전IC,새만금포항선(대구~포항),IC,,36.04575,129.306432
도동JCT,새만금포항선(대구~포항),JC,,35.9131,128.666744
포항IC,새만금포항선(대구~포항),IC,,36.042162,129.319283
승주IC,"논산천안선,호남선",IC,,35.015398,127.373319
주암IC,"논산천안선,호남선",IC,,35.067676,127.271957
석곡IC,"논산천안선,호남선",IC,,35.128195,127.247905
곡성IC,"논산천안선,호남선",IC,,35.227088,127.22277
옥과IC,"논산천안선,호남선",IC,,35.259558,127.115462
창평IC,"논산천안선,호남선",IC,,35.234082,127.001898
동광주IC,"논산천안선,호남선",IC,,35.184196,126.928936
용봉IC,"논산천안선,호남선",IC,,35.184854,126.897974
서광주IC,"논산천안선,호남선",IC,,35.185908,126.88322
광산IC,"논산천안선,호남선",IC,,35.217228,126.829558
장성IC,"논산천안선,호남선",IC,,35.285572,126.789396
백양사IC,"논산천안선,호남선",IC,,35.427893,126.804569
내장산IC,"논산천안선,호남선",IC,,35.509389,126.80203
정읍IC,"논산천안선,호남선",IC,,35.58077,126.83311
태인IC,"논산천안선,호남선",IC,,35.660241,126.928297
금산사IC,"논산천안선,호남선",IC,,35.73676,126.98913
김제IC,"논산천안선,호남선",IC,,35.7758,127.00253
서전주IC,"논산천안선,호남선",IC,,35.82747,127.03396
전주IC,"논산천안선,호남선",IC,,35.87845,127.05534
삼례IC,"논산천안선,호남선",IC,,35.92488,127.0789
익산IC,"논산천안선,호남선",IC,,35.991932,127.115648
동림IC,"논산천안선,호남선",IC,,35.19464,126.865562
문흥IC,"논산천안선,호남선",IC,,35.192567,126.935694
문흥나들목IC,"논산천안선,호남선",IC,,35.192429,126.937353
고서JCT,"논산천안선,호남선",JC,,35.22423,126.96055
논산JCT,"논산천안선,호남선",JC,,36.08186,127.10261
장성JCT,"논산천안선,호남선",JC,,35.32995,126.80451
산월JCT,"논산천안선,호남선",JC,,35.203327,126.842161
대덕JCT,"논산천안선,호남선",JC,,35.246539,127.03542
익산JCT,"논산천안선,호남선",JC,,35.942783,127.093355
문흥JCT,"논산천안선,호남선",JC,,35.194085,126.93059
삼례IC,"논산천안선,호남선",IC,,35.925543,127.080473
전주IC,"논산천안선,호남선",IC,,35.879543,127.057058
김제IC,"논산천안선,호남선",IC,,35.77473,127.003317
금산사IC,"논산천안선,호남선",IC,,35.735972,126.990262
서전주IC,"논산천안선,호남선",IC,,35.828165,127.03593
정읍IC,"논산천안선,호남선",IC,,35.580346,126.83584
내장산IC,"논산천안선,호남선",IC,,35.509867,126.803258
죽림ICIC,순천완주선,IC,,34.843253,126.463619
동전주IC,순천완주선,IC,,35.847334,127.191059
상관IC,순천완주선,IC,,35.759052,127.219857
오수IC,순천완주선,IC,,35.552347,127.321861
임실IC,순천완주선,IC,,35.631977,127.316656
서남원IC,순천완주선,IC,,35.361444,127.339514
구례화엄사IC,순천완주선,IC,,35.250065,127.420695
황전IC,순천완주선,IC,,35.146801,127.458033
동순천IC,순천완주선,IC,,34.948932,127.554626
북남원IC,순천완주선,IC,,35.439432,127.313825
완주JCT,순천완주선,JC,,35.884309,127.173058
남원분기JCT,순천완주선,JC,,35.407668,127.308101
순천분기JCT,순천완주선,JC,,34.992674,127.539084
남구리IC,구리포천선,IC,,37.578299,127.139504
동상주IC,서산영덕선(상주영덕선),IC,,36.375026,128.29656
서의성IC,서산영덕선(상주영덕선),IC,,36.40011,128.410897
북의성IC,서산영덕선(상주영덕선),IC,,36.417669,128.686711
청송IC,서산영덕선(상주영덕선),IC,,36.456075,129.026638
동청송영양IC,서산영덕선(상주영덕선),IC,,36.492909,129.123188
영덕IC,서산영덕선(상주영덕선),IC,,36.386424,129.371255
상주JCT,서산영덕선(상주영덕선),JC,,36.374984,128.275147
안동JCT,서산영덕선(상주영덕선),JC,,36.434393,128.623547
동안동IC,서산영덕선(상주영덕선),IC,,36.437281,128.889329
문의청남대IC,서산영덕선(청주상주선),IC,,36.529605,127.510351
회인IC,서산영덕선(청주상주선),IC,,36.48692,127.609659
보은IC,서산영덕선(청주상주선),IC,,36.457657,127.720516
속리산IC,서산영덕선(청주상주선),IC,,36.454637,127.786515
화서IC,서산영덕선(청주상주선),IC,,36.441627,127.964505
남상주IC,서산영덕선(청주상주선),IC,,36.366729,128.140448
청주JCT,서산영덕선(청주상주선),JC,,36.565818,127.431781
낙동JCT,서산영덕선(청주상주선),JC,,36.366305,128.241633
속리산 하이패스IC,서산영덕선(청주상주선),IC,,36.448999,127.868678
남세종IC,서산영덕선(당진대전선),IC,,36.425744,127.291267
공주IC,서산영덕선(당진대전선),IC,,36.491792,127.124569
면천IC,서산영덕선(당진대전선),IC,,36.822949,126.649183
신양IC,서산영덕선(당진대전선),IC,,36.595236,126.869854
서세종IC,서산영덕선(당진대전선),IC,,36.494414,127.197457
유구IC,서산영덕선(당진대전선),IC,,36.564459,126.978133
마곡사IC,서산영덕선(당진대전선),IC,,36.495362,127.025303
고덕IC,서산영덕선(당진대전선),IC,,36.760421,126.706906
당진JCJCT,서산영덕선(당진대전선),JC,,36.85056,126.621419
유성JCT,서산영덕선(당진대전선),JC,,36.39022,127.342098
공주JCT,서산영덕선(당진대전선),JC,,36.486641,127.094996
예산수덕사IC,서산영덕선(당진대전선),IC,,36.678125,126.775526
서공주JCT,서산영덕선(당진대전선),JC,,36.48562,127.06244
아산IC,당진청주선,IC,,36.82225,126.975896
천안JCTJCT,당진청주선,JC,,36.768313,127.174464
아산현충사IC,당진청주선,IC,,36.788651,127.047675
서천안IC,당진청주선,IC,,36.762264,127.136094
서진주IC,"통영대전선,중부선",IC,,35.182443,128.042222
단성IC,"통영대전선,중부선",IC,,35.289761,127.954897
산청IC,"통영대전선,중부선",IC,,35.428418,127.860862
생초IC,"통영대전선,중부선",IC,,35.482157,127.826893
지곡IC,"통영대전선,중부선",IC,,35.587679,127.772109
서상IC,"통영대전선,중부선",IC,,35.666208,127.674993
덕유산IC,"통영대전선,중부선",IC,,35.840986,127.647145
무주IC,"통영대전선,중부선",IC,,35.978249,127.646327
금산IC,"통영대전선,중부선",IC,,36.103418,127.52156
추부IC,"통영대전선,중부선",IC,,36.19235,127.486526
남대전IC,"통영대전선,중부선",IC,,36.264339,127.476135
판암IC,"통영대전선,중부선",IC,,36.317454,127.474592
서청주IC,"통영대전선,중부선",IC,,36.652243,127.423502
오창IC,"통영대전선,중부선",IC,,36.715027,127.444162
증평IC,"통영대전선,중부선",IC,,36.772399,127.504096
진천IC,"통영대전선,중부선",IC,,36.869841,127.476801
대소IC,"통영대전선,중부선",IC,,36.982199,127.47315
서이천IC,"통영대전선,중부선",IC,,37.276776,127.393776
곤지암IC,"통영대전선,중부선",IC,,37.351717,127.322476
경기광주IC,"통영대전선,중부선",IC,,37.448966,127.2737
하남IC,"통영대전선,중부선",IC,,37.527173,127.222228
연화산IC,"통영대전선,중부선",IC,,35.082529,128.193103
동고성IC,"통영대전선,중부선",IC,,34.973234,128.385357
통영IC,"통영대전선,중부선",IC,,34.867782,128.445416
북통영IC,"통영대전선,중부선",IC,,34.890324,128.414397
고성IC,"통영대전선,중부선",IC,,35.008696,128.350826
일죽IC,"통영대전선,중부선",IC,,37.091614,127.452413
남이천IC,"통영대전선,중부선",IC,,37.185303,127.44317
진주JCT,"통영대전선,중부선",JC,,35.13842,128.09707
함양JCT,"통영대전선,중부선",JC,,35.536849,127.769543
장수JCT,"통영대전선,중부선",JC,,35.731542,127.607867
대소JCT,"통영대전선,중부선",JC,,36.940909,127.47294
마장JCT,"통영대전선,중부선",JC,,37.258652,127.412277
하남JCT,"통영대전선,중부선",JC,,37.530407,127.197131
호법JCT,"통영대전선,중부선",JC,,37.236563,127.428677
산곡JCT,"통영대전선,중부선",JC,,37.480623,127.243749
경기광주JCT,"통영대전선,중부선",JC,,37.374451,127.317641
진주JCT,"통영대전선,중부선",JC,,35.139247,128.10039
서대전JCT,"통영대전선,중부선",JC,,36.294709,127.315156
마장JCT,제2중부선,JC,,37.25846,127.411239
산곡JCT,제2중부선,JC,,37.48055,127.24314
신둔(이천) 하이패스IC,제2중부선,IC,,37.29391,127.380747
청북IC,평택제천선,IC,,37.047407,126.919096
송탄IC,평택제천선,IC,,37.035184,127.109435
서안성IC,평택제천선,IC,,37.033552,127.161887
남안성IC,평택제천선,IC,,36.975677,127.246202
북진천IC,평택제천선,IC,,36.946391,127.451719
금왕꽃동네IC,평택제천선,IC,,36.955898,127.553091
음성IC,평택제천선,IC,,36.989132,127.620388
서충주IC,평택제천선,IC,,37.01097,127.670975
동충주IC,평택제천선,IC,,37.063064,127.920945
서평택JCT,평택제천선,JC,,37.054269,126.88857
안성JCT,평택제천선,JC,,37.035979,127.13892
평택JCT,평택제천선,JC,,37.0315,126.97157
대소JCT,평택제천선,JC,,36.943056,127.47378
노은JCT,평택제천선,JC,,37.036108,127.804598
제천JCT,평택제천선,JC,,37.082353,128.173935
평택고덕IC,평택제천선,IC,,37.026835,127.035171
내서JCT,중부내륙선,JC,,35.258652,128.517887
충주JCT,중부내륙선,JC,,37.040326,127.740369
칠서IC,중부내륙선,IC,,35.329457,128.506037
남지IC,중부내륙선,IC,,35.399817,128.483547
영산IC,중부내륙선,IC,,35.455208,128.513091
창녕IC,중부내륙선,IC,,35.544467,128.477572
선산IC,중부내륙선,IC,,36.240311,128.26293
상주IC,중부내륙선,IC,,36.422457,128.215714
충주IC,중부내륙선,IC,,36.980086,127.848511
북충주IC,중부내륙선,IC,,37.038751,127.796956
감곡IC,중부내륙선,IC,,37.125898,127.670597
북상주IC,중부내륙선,IC,,36.530992,128.17195
점촌함창IC,중부내륙선,IC,,36.584599,128.154422
문경새재IC,중부내륙선,IC,,36.699033,128.112659
연풍IC,중부내륙선,IC,,36.760442,127.993276
괴산IC,중부내륙선,IC,,36.868984,127.922955
남성주IC,중부내륙선,IC,,35.843467,128.325667
성주IC,중부내륙선,IC,,35.920815,128.250299
남김천IC,중부내륙선,IC,,36.058553,128.269594
서여주IC,중부내륙선,IC,,37.305462,127.584096
북여주IC,중부내륙선,IC,,37.372785,127.528452
남여주IC,중부내륙선,IC,,37.253639,127.589034
양평IC,중부내륙선,IC,,37.521443,127.449776
칠원IC,중부내륙선,IC,,35.280663,128.51432
내서JCT,중부내륙선,JC,,35.25887,128.51535
칠원JCT,중부내륙선,JC,,35.283429,128.51049
여주JCT,중부내륙선,JC,,37.233362,127.591773
고령JCT,중부내륙선,JC,,35.759619,128.373011
김천JCT,중부내륙선,JC,,36.16062,128.268615
현풍JCT,중부내륙선,JC,,35.677202,128.436084
남양평IC,중부내륙선,IC,,37.483334,127.468327
충주하이패스IC,중부내륙선,IC,,37.019155,127.839742
월곶JCT,영동선,JC,,37.389325,126.75291
서안산IC,영동선,IC,,37.351479,126.80149
안산IC,영동선,IC,,37.348,126.83816
군포IC,영동선,IC,,37.32601,126.92257
동군포IC,영동선,IC,,37.3288,126.93749
부곡IC,영동선,IC,,37.323769,126.96076
북수원IC,영동선,IC,,37.31859,126.99094
동수원IC,영동선,IC,,37.29967,127.05024
마성IC,영동선,IC,,37.283572,127.175468
용인IC,영동선,IC,,37.257273,127.210854
양지IC,영동선,IC,,37.238671,127.295604
덕평IC,영동선,IC,,37.242153,127.365249
이천IC,영동선,IC,,37.246055,127.497147
여주IC,영동선,IC,,37.252144,127.65425
문막IC,영동선,IC,,37.311143,127.82732
원주IC,영동선,IC,,37.401755,127.95034
새말IC,영동선,IC,,37.447493,128.068948
둔내IC,영동선,IC,,37.49256,128.205279
면온IC,영동선,IC,,37.56211,128.366235
평창IC,영동선,IC,,37.59053,128.41384
속사IC,영동선,IC,,37.63064,128.489659
진부IC,영동선,IC,,37.65224,128.56248
대관령IC,영동선,IC,,37.677862,128.695426
서창JCT,영동선,JC,,37.432539,126.7384
안산JCT,영동선,JC,,37.34404,126.86046
신갈JCT,영동선,JC,,37.29,127.10368
호법JCT,영동선,JC,,37.23581,127.42672
여주JCT,영동선,JC,,37.23206,127.59021
둔대JCT,영동선,JC,,37.32313,126.90557
동둔내(삽교)하이패스IC,영동선,IC,,37.52334,128.27505
둔내IC,영동선,IC,,37.492672,128.207676
마성IC,영동선,IC,,37.284006,127.177364
서창JCT,영동선,JC,,37.434495,126.740909
안산IC,영동선,IC,,37.347386,126.840872
서안산IC,영동선,IC,,37.351873,126.805106
군자JCT,영동선,JC,,37.363517,126.769679
군포IC,영동선,IC,,37.3272,126.921429
동수원IC,영동선,IC,,37.300643,127.050798
북수원IC,영동선,IC,,37.318779,126.992091
부곡IC,영동선,IC,,37.323856,126.961911
동군포IC,영동선,IC,,37.329713,126.937307
평창IC,영동선,IC,,37.590173,128.414764
속사IC,영동선,IC,,37.629962,128.490321
진부IC,영동선,IC,,37.651623,128.563189
대저JCT,중앙선,JC,,35.219217,128.97428
칠곡IC,중앙선,IC,,35.936316,128.537107
다부IC,중앙선,IC,,36.047081,128.518303
가산IC,중앙선,IC,,36.097527,128.535221
군위IC,중앙선,IC,,36.198102,128.560251
의성IC,중앙선,IC,,36.291267,128.582776
남안동IC,중앙선,IC,,36.473787,128.622803
서안동IC,중앙선,IC,,36.589568,128.629156
예천IC,중앙선,IC,,36.668,128.543859
영주IC,중앙선,IC,,36.768053,128.572839
풍기IC,중앙선,IC,,36.85323,128.53249
단양IC,중앙선,IC,,36.9167,128.363919
북단양IC,중앙선,IC,,37.014683,128.290003
남제천IC,중앙선,IC,,37.076022,128.184992
제천IC,중앙선,IC,,37.134873,128.142716
신림IC,중앙선,IC,,37.224818,128.089289
남원주IC,중앙선,IC,,37.325278,127.931398
북원주IC,중앙선,IC,,37.420587,127.923124
횡성IC,중앙선,IC,,37.504963,127.969949
홍천IC,중앙선,IC,,37.677906,127.855957
춘천IC,중앙선,IC,,37.8423,127.76662
만종JCT,중앙선,JC,,37.364098,127.905466
대동JCT,중앙선,JC,,35.284268,128.986032
북원주IC,중앙선,IC,,37.419109,127.923377
횡성IC,중앙선,IC,,37.504272,127.971366
홍천IC,중앙선,IC,,37.678554,127.857815
춘천IC,중앙선,IC,,37.842355,127.768387
금호JCT,중앙선,JC,,35.894279,128.526603
춘천JCT,서울양양선,JC,,37.751733,127.790557
동홍천IC,서울양양선,IC,,37.758545,127.964457
덕소삼패IC,서울양양선,IC,,37.594811,127.214237
화도IC,서울양양선,IC,,37.632498,127.312813
서종IC,서울양양선,IC,,37.635152,127.370279
설악IC,서울양양선,IC,,37.669807,127.496499
강촌IC,서울양양선,IC,,37.733733,127.624887
남춘천IC,서울양양선,IC,,37.752069,127.727131
조양IC,서울양양선,IC,,37.758587,127.780939
동홍천IC,서울양양선,IC,,37.759504,127.966788
미사IC,서울양양선,IC,,37.581497,127.192074
선동IC,서울양양선,IC,,37.577939,127.177507
강일IC,서울양양선,IC,,37.573519,127.168218
내촌IC,서울양양선,IC,,37.790065,128.14162
내촌ICIC,서울양양선,IC,,37.789438,128.140784
인제IC,서울양양선,IC,,37.91271,128.28704
서양양IC,서울양양선,IC,,37.995704,128.534313
강릉IC,동해선,IC,,37.750786,128.840468
남양양IC,동해선,IC,,37.914604,128.79144
망상IC,동해선,IC,,37.585212,129.093628
옥계IC,동해선,IC,,37.620422,129.038909
북강릉IC,동해선,IC,,37.834382,128.815614
동해IC,동해선,IC,,37.514019,129.096938
남강릉IC,동해선,IC,,37.69405,128.893478
하조대IC,동해선,IC,,38.025451,128.695966
양양IC,동해선,IC,,38.07561,128.591905
북양양IC,동해선,IC,,38.154438,128.587104
속초IC,동해선,IC,,38.200602,128.524298
북양양IC,동해선,IC,,38.154576,128.585739
속초ICIC,동해선,IC,,38.201906,128.524995
근덕IC,동해선,IC,,37.391937,129.206652
삼척IC,동해선,IC,,37.451892,129.130316
강릉JCT,동해선,JC,,37.773081,128.835659
양양JCT,동해선,JC,,38.067097,128.602558
기장.일광IC,부산포항선,IC,,35.276914,129.229485
온양IC,부산포항선,IC,,35.412461,129.261403
청량IC,부산포항선,IC,,35.476825,129.283559
해운대.송정IC,부산포항선,IC,,35.212028,129.206595
문수IC,부산포항선,IC,,35.516648,129.25152
장안IC,부산포항선,IC,,35.326325,129.236662
시점IC,부산포항선,IC,,35.18064,129.17891
범서IC,부산포항선,IC,,35.617014,129.285407
남경주IC,부산포항선,IC,,35.730923,129.314798
동경주IC,부산포항선,IC,,35.782829,129.426002
남포항IC,부산포항선,IC,,35.946965,129.391971
동부산IC,부산포항선,IC,,35.201723,129.203175
울산JCT,부산포항선,JC,,35.559652,129.249089
별내IC,수도권제1순환선,IC,,37.659375,127.11797
성남IC,수도권제1순환선,IC,,37.428126,127.124254
송파IC,수도권제1순환선,IC,,37.475024,127.128098
서하남IC,수도권제1순환선,IC,,37.51234,127.151569
상일IC,수도권제1순환선,IC,,37.54887,127.17949
강일IC,수도권제1순환선,IC,,37.57334,127.16514
토평IC,수도권제1순환선,IC,,37.58383,127.15696
남양주IC,수도권제1순환선,IC,,37.601079,127.15386
구리IC,수도권제1순환선,IC,,37.61539,127.14167
퇴계원IC,수도권제1순환선,IC,,37.640141,127.134744
판교JCT,수도권제1순환선,JC,,37.40513,127.097409
하남JCT,수도권제1순환선,JC,,37.532,127.19577
평촌IC,수도권제1순환선,IC,,37.382313,126.965242
산본IC,수도권제1순환선,IC,,37.377091,126.930865
시흥IC,수도권제1순환선,IC,,37.455728,126.79949
장수IC,수도권제1순환선,IC,,37.465497,126.755651
송내IC,수도권제1순환선,IC,,37.488217,126.747678
중동IC,수도권제1순환선,IC,,37.507369,126.748989
계양IC,수도권제1순환선,IC,,37.545429,126.7505
김포IC,수도권제1순환선,IC,,37.597069,126.778369
자유로IC,수도권제1순환선,IC,,37.618172,126.801858
일산IC,수도권제1순환선,IC,,37.636223,126.805909
학의JCT,수도권제1순환선,JC,,37.386199,127.002246
조남JCT,수도권제1순환선,JC,,37.36879,126.86898
안현JCT,수도권제1순환선,JC,,37.436724,126.819273
서운JCT,수도권제1순환선,JC,,37.527571,126.756453
노오지JCT,수도권제1순환선,JC,,37.571252,126.754246
도리분기점JCT,수도권제1순환선,JC,,37.395742,126.849803
서하남IC,수도권제1순환선,IC,,37.511827,127.153415
송파IC,수도권제1순환선,IC,,37.474394,127.129877
상일IC,수도권제1순환선,IC,,37.550273,127.180297
토평IC,수도권제1순환선,IC,,37.583731,127.158009
남양주IC,수도권제1순환선,IC,,37.60134,127.154776
구리IC,수도권제1순환선,IC,,37.614695,127.143447
서마산IC,남해제1지선,IC,,35.23508,128.56207
동마산IC,남해제1지선,IC,,35.251132,128.596884
산인JCT,남해제1지선,JC,,35.272769,128.477507
창원JCT,남해제1지선,JC,,35.27578,128.641812
서마산IC,남해제1지선,IC,,35.234966,128.56364
장유IC,남해제2지선,IC,,35.19817,128.80913
가락IC,남해제2지선,IC,,35.16836,128.89414
서부산IC,남해제2지선,IC,,35.15545,128.9506
가락IC,남해제2지선,IC,,35.16448,128.893979
서부산ICIC,남해제2지선,IC,,35.154669,128.951401
장유IC,남해제2지선,IC,,35.197427,128.810968
냉정JCT,남해제2지선,JC,,35.2195,128.793129
남동IC,제2경인선(인천안양),IC,,37.4338,126.71225
신천IC,제2경인선(인천안양),IC,,37.431183,126.783543
광명IC,제2경인선(인천안양),IC,,37.440653,126.852205
석수IC,제2경인선(인천안양),IC,,37.425084,126.906874
문학IC,제2경인선(인천안양),IC,,37.4368,126.676913
영종IC,제2경인선(인천안양),IC,,37.475987,126.508455
서창JCT,제2경인선(인천안양),JC,,37.43291,126.73851
안현JCT,제2경인선(인천안양),JC,,37.437329,126.81658
일직JCT,제2경인선(인천안양),JC,,37.423809,126.89492
공항신도시JCT,제2경인선(인천안양),JC,,37.485697,126.491849
학익JCT,제2경인선(인천안양),JC,,37.437886,126.65046
남동IC,제2경인선(인천안양),IC,,37.43515,126.714689
도화IC,경인선,IC,,37.462061,126.672625
가좌IC,경인선,IC,,37.484929,126.675401
서인천IC,경인선,IC,,37.520857,126.681272
부평IC,경인선,IC,,37.524491,126.72298
부천IC,경인선,IC,,37.524907,126.778256
서운JCT,경인선,JC,,37.52411,126.7574
부여IC,서천공주선,IC,,36.298451,126.85436
서공주ICIC,서천공주선,IC,,36.456092,127.060761
칠갑산IC,서천공주선,IC,,36.37441,126.95335
서부여IC,서천공주선,IC,,36.240238,126.791342
동서천IC,서천공주선,IC,,36.043655,126.783559
서공주JCT,서천공주선,JC,,36.484395,127.064059
동서천JCTJCT,서천공주선,JC,,36.060117,126.774982
안녕IC,오산화성선,IC,,37.196926,127.014987
서대전JCT,호남선의 지선,JC,,36.295179,127.316842
양촌IC,호남선의 지선,IC,,36.158575,127.218341
논산IC,호남선의 지선,IC,,36.121308,127.134867
계룡IC,호남선의 지선,IC,,36.25179,127.281775
유성IC,호남선의 지선,IC,,36.363582,127.332729
북대전IC,호남선의 지선,IC,,36.412675,127.381929
논산JCT,호남선의 지선,JC,,36.081785,127.103715
북광주IC,고창담양선,IC,,35.262029,126.894777
장성물류IC,고창담양선,IC,,35.351076,126.76409
남고창IC,고창담양선,IC,,35.401166,126.680174
고창JCT,고창담양선,JC,,35.417212,126.654894
담양JCT,고창담양선,JC,,35.253569,126.971447
대덕JCT,고창담양선,JC,,35.247209,127.034483
장성JCT,고창담양선,JC,,35.32996,126.80452
장성JCT,고창담양선,JC,,35.329854,126.806887
산내JCT,대전남부순환선,JC,,36.282052,127.45323
서대전IC,대전남부순환선,IC,,36.291709,127.32742
안영IC,대전남부순환선,IC,,36.284701,127.379291
서대전IC,대전남부순환선,IC,,36.292944,127.329733
산내JCT,대전남부순환선,JC,,36.28207,127.44862
북오산IC,수도권제2순환선,IC,,37.182843,127.059048
동탄JCT,수도권제2순환선,JC,,37.178225,127.098181
유천IC,중부내륙선의 지선,IC,,35.81398,128.505676
북현풍 하이패스IC,중부내륙선의 지선,IC,,35.70372,128.436309
현풍IC,중부내륙선의 지선,IC,,35.672377,128.440289
달성IC,중부내륙선의 지선,IC,,35.768287,128.475923
남대구IC,중부내륙선의 지선,IC,,35.837951,128.528911
성서IC,중부내륙선의 지선,IC,,35.850379,128.523674
서대구IC,중부내륙선의 지선,IC,,35.876976,128.532898
화원IC,중부내륙선의 지선,IC,,35.801333,128.480078
남광산나들목IC,광주외곽순환선,IC,,35.182058,126.746154
남장성나들목IC,광주외곽순환선,IC,,35.225736,126.791861
남장성분기점JCT,광주외곽순환선,JC,,35.259769,126.797976
물금IC,중앙선의 지선,IC,,35.307105,129.012692
남양산IC,중앙선의 지선,IC,,35.325967,129.027782
삼락IC,중앙선의 지선,IC,,35.193304,128.983472
김해JCT,중앙선의 지선,JC,,35.224933,128.919997
광재IC,부산외곽순환선,IC,,35.306007,128.896381
대감JCT,부산외곽순환선,JC,,35.271282,128.985138
진영IC,부산외곽순환선,IC,,35.299178,128.768489
한림IC,부산외곽순환선,IC,,35.295885,128.811787
노포JCT,부산외곽순환선,JC,,35.291384,129.094741
금정IC,부산외곽순환선,IC,,35.284043,129.113324
기장철마IC,부산외곽순환선,IC,,35.285016,129.152482
기장JCT,부산외곽순환선,JC,,35.282105,129.222103
김해가야하이패스IC,부산외곽순환선,IC,,35.268353,129.002445
진영JCT,부산외곽순환선,JC,,35.280259,128.721242
김해금관가야IC,부산외곽순환선,IC,,35.270519,129.002479
달서IC,대구외곽순환선,IC,,35.830644,128.488004
다사IC,대구외곽순환선,IC,,35.854613,128.47052
북다사IC,대구외곽순환선,IC,,35.886576,128.466111
동명동호IC,대구외곽순환선,IC,,35.960628,128.556975
서변IC,대구외곽순환선,IC,,35.933745,128.599329
파군재IC,대구외곽순환선,IC,,35.937588,128.639811
둔산IC,대구외곽순환선,IC,,35.901807,128.690705
지천IC,대구외곽순환선,IC,,35.934495,128.53294
칠곡JCT,대구외곽순환선,JC,,35.90868,128.492246
상매JCT,대구외곽순환선,JC,,35.891563,128.702709
평창 휴게소,영동선,휴게소,상행,37.610876,128.463363
평택 휴게소,평택제천선,휴게소,양방향,37.045585,126.943774
하남드림 휴게소,중부선,휴게소,양방향,37.530281,127.206084
함안 휴게소,남해선,휴게소,상행,35.294068,128.346957
함안 휴게소,남해선,휴게소,하행,35.294701,128.344767
함양 휴게소,대전통영선,휴게소,상행,35.551611,127.7604201
함양 휴게소,대전통영선,휴게소,하행,35.551322,127.758563
함평나비 휴게소,무안광주선,휴게소,상행,35.037283,126.511676
함평나비 휴게소,무안광주선,휴게소,하행,35.038198,126.508813
함평천지 휴게소,서해안선,휴게소,하행,35.069687,126.478247
함평천지 휴게소,서해안선,휴게소,상행,35.130746,126.482295
행담도 휴게소,서해안선,휴게소,양방향,36.944819,126.807525
현풍 휴게소,중부내륙지선,휴게소,상행,35.701841,128.4381001
현풍 휴게소,중부내륙지선,휴게소,하행,35.701783,128.435359
홍성 휴게소,서해안선,휴게소,하행,36.552584,126.579514
홍성 휴게소,서해안선,휴게소,상행,36.5524301,126.5818701
홍천 휴게소,서울양양선,휴게소,상행,37.758898,128.0065801
홍천 휴게소,서울양양선,휴게소,하행,37.757369,128.003099
홍천강 휴게소,중앙선,휴게소,상행,37.712386,127.827719
화서 휴게소,당진영덕선,휴게소,상행,36.444053,127.922637
화성 휴게소,서해안선,휴게소,하행,37.143612,126.8790801
화성 휴게소,서해안선,휴게소,상행,37.143497,126.881289
황간 휴게소,경부선,휴게소,하행,36.248899,127.8526701
황간 휴게소,경부선,휴게소,상행,36.249437,127.854835
황전 휴게소,순천완주선,휴게소,하행,35.148905,127.454145
황전 휴게소,순천완주선,휴게소,상행,35.153306,127.454683
횡성 휴게소,영동선,휴게소,하행,37.462755,128.133969
횡성 휴게소,영동선,휴게소,상행,37.464983,128.135449
남한강 휴게소,중부내륙선,휴게소,양방향,37.482835,127.466735
서부산 휴게소,남해제2지선,휴게소,하행,35.157197,128.948638
밀양영남루 휴게소,함양울산선,휴게소,상행,35.489732,128.663321
밀양영남루 휴게소,함양울산선,휴게소,하행,35.492884,128.664121
처인 휴게소,세종포천선,휴게소,양방향,37.3418541,127.218541
강릉 휴게소,영동선,휴게소,하행,37.758206,128.806648
강릉 휴게소,영동선,휴게소,상행,37.760275,128.8053601
강천산 휴게소,광주대구선,휴게소,하행,35.3657501,127.105451
강천산 휴게소,광주대구선,휴게소,상행,35.364369,127.104757
거창 휴게소,광주대구선,휴게소,하행,35.708862,128.057962
거창 휴게소,광주대구선,휴게소,상행,35.706469,128.056945
건천 휴게소,경부선,휴게소,하행,35.830716,129.1093101
건천 휴게소,경부선,휴게소,상행,35.831894,129.109244
경산 휴게소,경부선,휴게소,상행,35.879323,128.810331
경주 휴게소,경부선,휴게소,하행,35.724761,129.1929501
고성공룡나라 휴게소,대전통영선,휴게소,상행,35.056665,128.252359
고성공룡나라 휴게소,대전통영선,휴게소,하행,35.0518101,128.262763
고창고인돌 휴게소,서해안선,휴게소,하행,35.468653,126.673871
